id,title,parent,parentLabel,cluster,clusterLabel,clusterDefault,kwEvidence,source,track,hidden
ven_image_reconstruction_from_limited_angle_,Image reconstruction from limited angle Compton camera data,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_weight_factors_for_limited_angle_photoac,Weight factors for limited angle photoacoustic tomography,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,ct,
ven_limitedangle_xray_luminescence_tomograph,Limited-angle x-ray luminescence tomography: methodology and feasibility study,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT+MED,kw:CT,ct,
ven_filters_for_threedimensional_limitedangl,Filters for three-dimensional limited-angle tomography,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_reducing_scan_angle_using_adaptive_prior,Reducing scan angle using adaptive prior knowledge for a limited-angle intrafraction verif,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_3d_reconstruction_of_scintillation_light,3D reconstruction of scintillation light emission from proton pencil beams using limited v,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,-,cluster,ct,
ven_reconstruction_method_for_dect_with_one_,Reconstruction method for DECT with one half-scan plus a second limited-angle scan using p,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ven_limitedangle_3d_reconstruction_of_pet_im,Limited-angle 3D reconstruction of PET images for dose localization in light ion tumour th,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT+MED,kw:CT,ct,
ven_the_effect_of_gantry_and_collimator_angl,The effect of gantry and collimator angles on leaf limited velocity and position in dynami,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,-,cluster,ct,
ven_spatiallyvariant_imagebased_modeling_of_,Spatially-variant image-based modeling of PSF deformations with application to a limited a,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,CT+MED,kw:CT,ct,
ven_penalized_maximumlikelihood_reconstructi,Penalized maximum-likelihood reconstruction for improving limited-angle artifacts in a ded,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,CT+MED,kw:CT,ct,
ven_limitedangle_tomography_for_analyzerbase,Limited-angle tomography for analyzer-based phase-contrast x-ray imaging,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_improving_abdomen_tumor_lowdose_ct_image,Improving abdomen tumor low-dose CT images using a fast dictionary learning based processi,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_thoracic_lowdose_ct_image_processing_usi,Thoracic low-dose CT image processing using an artifact suppressed large-scale nonlocal me,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_lowdose_lung_cancer_screening_with_photo,Low-dose lung cancer screening with photon-counting CT: a feasibility study,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_a_comprehensive_study_on_the_relationshi,A comprehensive study on the relationship between the image quality and imaging dose in lo,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_computeraided_detection_of_early_interst,Computer-aided detection of early interstitial lung diseases using low-dose CT images,1,Deep Learning & Generative Models,39,Radiologists & Classification & Covid19,ai,CT,kw:CT,ct,
ven_simulation_study_on_potential_accuracy_g,Simulation study on potential accuracy gains from dual energy CT tissue segmentation for l,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_lowdose_xray_phasecontrast_and_absorptio,Low-dose x-ray phase-contrast and absorption CT using equally sloped tomography,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ven_discriminative_feature_representation_an,Discriminative feature representation: an effective postprocessing solution to low dose CT,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
ven_evaluation_of_a_lowdoseslowrotating_spec,Evaluation of a low-dose/slow-rotating SPECT-CT system,8,Iterative & Sparse-View CT Reconstruction,67,Compressed & Sensing & Prior,ct,CT+MED,kw:CT,ct,
ven_iterative_quality_enhancement_via_residu,Iterative quality enhancement via residual-artifact learning networks for low-dose CT,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,ct,
ven_lowdose_megavoltage_conebeam_ct_imaging_,"Low-dose megavoltage cone-beam CT imaging using thick, segmented scintillators",8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ven_low_dose_ct_image_restoration_using_a_da,Low dose CT image restoration using a database of image patches,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
ven_the_reduction_of_image_noise_and_streak_,The reduction of image noise and streak artifact in the thoracic inlet during low dose and,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
ven_lowdose_4d_cardiac_imaging_in_small_anim,Low-dose 4D cardiac imaging in small animals using dual source micro-CT,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_danet_doseaware_network_embedded_with_do,DaNet: dose-aware network embedded with dose-level estimation for low-dose CT imaging,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,ct,
ven_lowdose_4d_conebeam_ct_via_joint_spatiot,Low-dose 4D cone-beam CT via joint spatiotemporal regularization of tensor framelet and no,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ven_endtoend_deep_learning_for_interior_tomo,End-to-end deep learning for interior tomography with low-dose x-ray CT,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,both,
ven_anatomicalbased_partial_volume_correctio,Anatomical-based partial volume correction for low-dose dedicated cardiac SPECT/CT,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT+MED,kw:CT,ct,
ven_objective_evaluation_of_the_correction_b,Objective evaluation of the correction by non-rigid registration of abdominal organ motion,8,Iterative & Sparse-View CT Reconstruction,24,Iterative & Abdominal & Adaptive,ct,CT,kw:CT,ct,
ven_deformable_3d2d_registration_for_ct_and_,Deformable 3D–2D registration for CT and its application to low dose tomographic fluorosco,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT,kw:CT,ct,
ven_lowdose_xray_ct_simulation_from_an_avail,Low-dose x-ray CT simulation from an available higher-dose scan,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_dose_heterogeneity_correction_for_lowene,Dose heterogeneity correction for low-energy brachytherapy sources using dual-energy CT im,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_unbiased_zerocount_correction_method_in_,Unbiased zero-count correction method in low-dose high-resolution photon counting detector,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_lowdose_ct_allows_for_accurate_proton_th,Low-dose CT allows for accurate proton therapy dose calculation and plan optimization,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_a_comparative_study_of_seed_localization,A comparative study of seed localization and dose calculation on pre- and post-implantatio,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT+MED,kw:CT,ct,
ven_structureaware_diffusion_for_lowdose_ct_,Structure-aware diffusion for low-dose CT imaging,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_structurepreserved_metalearning_uniting_,Structure-preserved meta-learning uniting network for improving low-dose CT quality,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,ct,
ven_multiscale_feature_aggregation_and_fusio,Multi-scale feature aggregation and fusion network with self-supervised multi-level percep,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT+AIFND,kw:CT,both,
ven_ultralow_dose_ct_attenuation_correction_,Ultra-low dose CT attenuation correction for PET/CT,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT+MED,kw:CT,ct,
ven_toward_a_comparison_and_an_optimization_,Toward a comparison and an optimization of CT protocols using new metrics of dose and imag,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_dualdomain_wasserstein_generative_advers,Dual-domain Wasserstein Generative Adversarial Network with Hybrid Loss for Low-dose CT Im,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
ven_semisupervised_iterative_adaptive_networ,Semi-supervised iterative adaptive network for low-dose CT sinogram recovery,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,ct,
ven_singular_valueguided_similarity_filter_i,Singular value-guided similarity filter improves detection of vessels in low-dose dynamic ,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_structureaware_vessel_enhancement_networ,Structure-aware vessel enhancement network for low-dose contrast agent CT angiography imag,1,Deep Learning & Generative Models,39,Radiologists & Classification & Covid19,ai,CT,kw:CT,ct,
ven_mrdtgan_generative_adversarial_network_w,MRDT-GAN: generative adversarial network with multi-scale residual dense transformer gener,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
ven_msup3supsnet_multimodality_multibranch_m,M<sup>3</sup>S-Net: multi-modality multi-branch multi-self-attention network with structur,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,CT+MED,kw:CT,ct,
ven_noise_reduction_in_ct_image_using_prior_,Noise reduction in CT image using prior knowledge aware iterative denoising,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
ven_microct_image_denoising_with_an_asymmetr,Micro-CT image denoising with an asymmetric perceptual convolutional network,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_ctbased_synthetic_contrastenhanced_duale,CT-based synthetic contrast-enhanced dual-energy CT generation using conditional denoising,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_exploring_dual_energy_ct_synthesis_in_cb,Exploring dual energy CT synthesis in CBCT-based adaptive radiotherapy and proton therapy:,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_guided_synthesis_of_annotated_lung_ct_im,Guided synthesis of annotated lung CT images with pathologies using a multi-conditioned de,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,CT,kw:CT,both,
ven_timeofflight_pet_data_determine_the_atte,Time-of-flight PET data determine the attenuation sinogram up to a constant,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT+MED,kw:CT,ct,
ven_an_experimental_study_on_the_noise_prope,An experimental study on the noise properties of x-ray CT sinogram data in Radon space,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_tomographic_motion_detection_and_correct,Tomographic motion detection and correction directly in sinogram space,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_maximumia_posterioriireconstruction_of_t,Maximum<i>a posteriori</i>reconstruction of the Patlak parametric image from sinograms in ,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_removal_of_ring_artifacts_in_ct_imaging_,Removal of ring artifacts in CT imaging through detection and correction of stripes in the,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_implementation_and_validation_of_timeoff,Implementation and validation of time-of-flight PET image reconstruction module for listmo,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_diagnostic_features_of_alzheimers_diseas,Diagnostic features of Alzheimer's disease extracted from PET sinograms,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT+MED,kw:CT,ct,
ven_markerfree_lung_tumor_trajectory_estimat,Marker-free lung tumor trajectory estimation from a cone beam CT sinogram,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_sinogram_denoising_via_simultaneous_spar,Sinogram denoising via simultaneous sparse representation in learned dictionaries,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
ven_assessment_of_deep_learningbased_pet_att,Assessment of deep learning-based PET attenuation correction frameworks in the sinogram do,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,CT+MED,kw:CT,both,
ven_cnnbased_pet_sinogram_repair_to_mitigate,CNN-based PET sinogram repair to mitigate defective block detectors,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT+MED,kw:CT,both,
ven_penalized_maximumlikelihood_sinogram_res,Penalized maximum-likelihood sinogram restoration for dual focal spot computed tomography,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
ven_sinogram_analysis_of_aperture_optimizati,Sinogram analysis of aperture optimization by iterative least-squares in volumetric modula,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_sinogrambased_superresolution_in_pet,Sinogram-based super-resolution in PET,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,CT+MED,kw:CT,ct,
ven_analytical_reconstruction_of_deconvolved,Analytical reconstruction of deconvolved Fourier rebinned PET sinograms,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,CT+MED,kw:CT,ct,
ven_calculation_of_single_detector_efficienc,Calculation of single detector efficiencies and extension of the normalization sinogram in,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT+MED,kw:CT,ct,
ven_independent_verification_of_transferred_,Independent verification of transferred delivery sinogram between two dosimetrically match,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_semisupervised_lowdose_spect_restoration,Semi-supervised low-dose SPECT restoration using sinogram inner-structure aware graph neur,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT+MED,kw:CT,both,
ven_exact_helical_reconstruction_using_nativ,Exact helical reconstruction using native cone-beam geometries,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_fanbeam_and_conebeam_image_reconstructio,Fan-beam and cone-beam image reconstruction via filtering the backprojection image of diff,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_helical_cardiac_cone_beam_reconstruction,Helical cardiac cone beam reconstruction using retrospective ECG gating,8,Iterative & Sparse-View CT Reconstruction,67,Compressed & Sensing & Prior,ct,CT,kw:CT,ct,
ven_markerless_lung_tumor_tracking_and_traje,Markerless lung tumor tracking and trajectory reconstruction using rotational cone-beam pr,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_theoretical_framework_for_a_dynamic_cone,Theoretical framework for a dynamic cone-beam reconstruction algorithm based on a dynamic ,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
ven_approximate_and_exact_conebeam_reconstru,Approximate and exact cone-beam reconstruction with standard and non-standard spiral scann,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT,kw:CT,ct,
ven_threedimensional_reconstruction_from_con,Three-dimensional reconstruction from cone-beam data in O(N<sup>3</sup>logN) time,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_threedimensional_spect_reconstruction_of,Three-dimensional SPECT reconstruction of combined cone beam and parallel beam data,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_exact_cone_beam_reconstruction_for_a_sad,Exact cone beam reconstruction for a saddle trajectory,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_maximum_likelihood_reconstruction_for_co,Maximum likelihood reconstruction for cone beam SPECT: development and initial tests,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_the_dualellipse_cross_vertex_path_for_ex,The dual-ellipse cross vertex path for exact reconstruction of long objects in cone-beam t,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_redundant_data_and_exact_helical_conebea,Redundant data and exact helical cone-beam reconstruction,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_filtered_backprojection_reconstruction_o,Filtered backprojection reconstruction of combined parallel beam and cone beam SPECT data,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_an_fdklike_conebeam_spect_reconstruction,An FDK-like cone-beam SPECT reconstruction algorithm for non-uniform attenuated projection,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_conebeam_image_reconstruction_using_sphe,Cone-beam image reconstruction using spherical harmonics,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_cone_beam_spect_reconstruction_with_came,Cone beam SPECT reconstruction with camera tilt,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_extended_imaging_volume_in_conebeam_xray,Extended imaging volume in cone-beam x-ray tomography using the weighted simultaneous iter,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
ven_tilted_conebeam_reconstruction_with_roww,Tilted cone-beam reconstruction with row-wise fan-to-parallel rebinning,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_a_shiftinvariant_filtered_backprojection,A shift-invariant filtered backprojection (FBP) cone-beam reconstruction algorithm for the,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_iterative_and_analytical_reconstruction_,Iterative and analytical reconstruction algorithms for varying-focal-length cone-beam proj,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_minimal_residual_conebeam_reconstruction,Minimal residual cone-beam reconstruction with attenuation correction in SPECT,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_direct_cone_beam_spect_reconstruction_wi,Direct cone beam SPECT reconstruction with camera tilt,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT+MED,kw:CT,ct,
ven_threedimensional_reconstruction_from_con,Three-dimensional reconstruction from cone-beam data using an efficient Fourier technique ,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_conebeam_and_fanbeam_image_reconstructio,Cone-beam and fan-beam image reconstruction algorithms based on spherical and circular har,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_conebeam_reconstruction_for_the_twocircl,Cone-beam reconstruction for the two-circles-plus-one-line trajectory,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
ven_exact_image_reconstruction_with_tripleso,Exact image reconstruction with triple-source saddle-curve cone-beam scanning,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
ven_an_evaluation_of_three_commercially_avai,An evaluation of three commercially available metal artifact reduction methods for CT imag,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_comparison_of_ring_artifact_correction_m,Comparison of ring artifact correction methods for flat-detector CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_ct_metal_artifact_reduction_method_corre,CT metal artifact reduction method correcting for beam hardening and missing projections,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_highfidelity_artifact_correction_for_con,High-fidelity artifact correction for cone-beam CT imaging of the brain,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_a_dualstream_deep_convolutional_network_,A dual-stream deep convolutional network for reducing metal streak artifacts in CT images,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
ven_ring_artifact_correction_for_highresolut,Ring artifact correction for high-resolution micro CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_iterative_imagedomain_ring_artifact_remo,Iterative image-domain ring artifact removal in cone-beam CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_truncation_artifact_suppression_in_coneb,Truncation artifact suppression in cone-beam radionuclide transmission CT using maximum li,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
ven_truncation_artifact_reduction_in_transmi,Truncation artifact reduction in transmission CT for improved SPECT attenuation compensati,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT+MED,kw:CT,ct,
ven_a_novel_metal_artifact_reducing_method_f,A novel metal artifact reducing method for cone-beam CT based on three approximately ortho,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_a_variationbased_ring_artifact_correctio,A variation-based ring artifact correction method with sparse constraint for flat-detector,8,Iterative & Sparse-View CT Reconstruction,66,Total & Algebraic & Variationbased,ct,CT,kw:CT,ct,
ven_deep_learning_method_for_reducing_metal_,Deep learning method for reducing metal artifacts in dental cone-beam CT using supplementa,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
ven_a_theoretical_model_for_respiratory_moti,A theoretical model for respiratory motion artifacts in free-breathing CT scans,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_carm_orbits_for_metal_artifact_avoidance,C-arm orbits for metal artifact avoidance (MAA) in cone-beam CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_an_experimental_method_to_correct_lowfre,An experimental method to correct low-frequency concentric artifacts in photon counting CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_knowncomponent_metal_artifact_reduction_,Known-component metal artifact reduction (KC-MAR) for cone-beam CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_mrdriven_metal_artifact_reduction_in_pet,MR-driven metal artifact reduction in PET/CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT+MED,kw:CT,ct,
ven_development_of_virtual_patient_models_fo,Development of virtual patient models for permanent implant brachytherapy Monte Carlo dose,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_relative_stopping_power_measurements_and,Relative stopping power measurements and prosthesis artifacts reduction in proton CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_sparsedomain_regularized_stripe_decompos,Sparse-domain regularized stripe decomposition combined with guided-image filtering for ri,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_a_method_to_correct_for_spectral_artifac,A method to correct for spectral artifacts in optical-CT dosimetry,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_highquality_3d_correction_of_ring_and_ra,High-quality 3D correction of ring and radiant artifacts in flat panel detector-based cone,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
ven_a_wavelet_transformbased_photon_starvati,A wavelet transform-based photon starvation artifacts suppression algorithm in CT imaging,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
ven_a_head_motion_estimation_algorithm_for_m,A head motion estimation algorithm for motion artifact correction in dental CT imaging,8,Iterative & Sparse-View CT Reconstruction,64,Limited & Angle & Commercial,ct,CT,kw:CT,ct,
ven_reducing_4d_ct_imaging_artifacts_at_the_,Reducing 4D CT imaging artifacts at the source: first experimental results from the respir,8,Iterative & Sparse-View CT Reconstruction,25,Iterative & Technique & Radiation,ct,CT,kw:CT,ct,
ven_motion_artifact_correction_in_cardiac_ct,Motion artifact correction in cardiac CT using cross-phase temporospatial information and ,4,Clinical CT Denoising & DL Reconstruction,16,Superresolution & Coronary & Angiography,ct,CT+AIFND,kw:CT,both,
ven_climar_classified_linear_interpolation_b,CLIMAR: classified linear interpolation based metal artifact reduction for severe metal ar,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_an_improved_dualdomain_network_for_metal,An improved dual-domain network for metal artifact reduction in CT images using aggregated,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_syn2real_synthesis_of_ct_image_ring_arti,Syn2Real: synthesis of CT image ring artifacts for deep learning-based correction,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
ven_pixelbypixel_correction_of_beam_hardenin,Pixel-by-pixel correction of beam hardening artifacts by bowtie filter in fan-beam CT,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_ctcbct_deformable_registration_using_wea,CT-CBCT deformable registration using weakly-supervised artifact-suppression transfer lear,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,ct,
ven_deeplearningbased_spectral_motion_artifa,Deep-learning-based spectral motion artifact correction on photon-counting cardiac CT imag,4,Clinical CT Denoising & DL Reconstruction,19,Iterative & Angiography & Algorithm,ct,CT,kw:CT,both,
ven_material_decompositionbased_improved_nor,Material decomposition-based improved normalized metal artifact reduction method (MD-NMAR),6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,ct,
ven_highquality_fourdimensional_conebeam_ct_,High-quality four-dimensional cone-beam CT by deforming prior images,8,Iterative & Sparse-View CT Reconstruction,66,Total & Algebraic & Variationbased,ct,CT,kw:CT,ct,
ven_the_relevance_of_image_quality_indices_f,The relevance of image quality indices for dose optimization in abdominal multi-detector r,8,Iterative & Sparse-View CT Reconstruction,24,Iterative & Abdominal & Adaptive,ct,CT,kw:CT,ct,
ven_algorithmenabled_exploration_of_imagequa,Algorithm-enabled exploration of image-quality potential of cone-beam CT in image-guided r,8,Iterative & Sparse-View CT Reconstruction,66,Total & Algebraic & Variationbased,ct,CT,kw:CT,ct,
